Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
3301,0,29,741,138,1422,165,173,135,1571,Commanche,C8772
2787,314,17,67,6,2333,171,224,192,912,Commanche,C7757
3293,81,23,330,14,1667,244,193,67,1736,Rawah,C8772
3202,49,5,402,14,5786,222,228,141,2895,Rawah,C7745
2946,332,13,42,9,3531,190,224,173,2590,Rawah,C7202
3272,103,9,30,-6,3928,236,228,122,2110,Rawah,C8771
3003,188,12,601,117,1565,221,249,160,1961,Commanche,C7756
3187,17,10,742,170,1867,212,219,144,2442,Commanche,C7755
2767,302,13,67,-5,270,182,233,191,1230,Rawah,C7746
2755,12,26,474,228,997,185,179,122,836,Commanche,C7757
2811,345,11,0,0,3542,197,222,163,6116,Rawah,C7102
3323,181,11,242,55,3272,224,247,155,433,Commanche,C8771
2609,77,20,277,53,1173,241,198,79,1236,Commanche,C4703
2929,81,15,85,9,1980,239,212,99,2049,Commanche,C7755
2509,17,6,67,4,376,215,226,148,1591,Cache,C2717
2832,43,12,95,9,2652,222,213,123,2613,Rawah,C4744
2985,326,3,666,106,1359,211,235,163,2230,Commanche,C7756
3351,23,9,319,54,2234,215,221,142,1634,Commanche,C7755
3064,95,9,67,14,3672,234,227,124,2828,Rawah,C7745
2296,325,24,120,20,1254,152,205,188,424,Cache,C4703
2661,79,8,150,14,402,231,225,126,1565,Rawah,C4744
3027,129,12,560,62,5503,240,233,121,5989,Rawah,C4744
2582,58,3,60,-7,551,222,233,147,5716,Rawah,C7745
3063,169,1,124,6,1590,220,239,156,1716,Commanche,C7202
3370,353,18,531,38,3864,186,206,156,3503,Commanche,C8776
3019,281,22,573,205,1872,154,236,219,755,Commanche,C7755
2988,259,16,582,88,5692,180,247,205,4602,Rawah,C7745
3235,29,21,351,114,3992,208,190,111,1889,Commanche,C8772
2797,103,6,190,24,2207,231,232,134,2676,Rawah,C4744
2598,84,14,153,30,1124,239,215,103,1315,Commanche,C4704
2018,27,9,0,0,467,217,221,140,488,Cache,C4703
2898,225,4,90,12,1952,214,244,167,1595,Commanche,C7202
2959,340,15,391,24,5172,186,216,168,1782,Rawah,C7745
2823,70,7,362,57,1959,228,226,132,860,Commanche,C4704
3080,96,19,210,-32,600,247,209,82,1571,Rawah,C7745
3045,332,4,418,75,2333,211,235,162,1182,Rawah,C7202
3036,57,8,95,-3,2858,226,223,132,366,Rawah,C7201
2570,86,8,365,24,1189,232,227,129,4093,Rawah,C6731
3136,0,9,335,-41,828,207,223,154,1040,Neota,C7201
2932,65,10,30,6,4816,230,221,123,6218,Rawah,C7102
2879,225,11,180,28,725,205,250,181,579,Commanche,C4758
3295,45,15,480,130,3400,223,206,113,1945,Commanche,C8772
2963,66,11,108,22,402,231,218,118,1530,Commanche,C7756
3090,22,19,216,55,4943,205,196,122,474,Rawah,C7745
2726,10,15,67,11,2908,202,208,141,1001,Commanche,C7700
3174,192,18,242,41,618,216,251,163,5002,Neota,C7201
2837,32,25,339,216,492,205,178,97,1020,Commanche,C7756
2988,302,6,335,-1,3417,203,237,174,5541,Rawah,C7745
2801,222,31,85,44,3037,166,251,205,1358,Commanche,C2705
3241,115,17,450,51,1353,247,222,98,1392,Rawah,C7745
3467,36,18,680,252,2250,216,199,112,1742,Rawah,C8776
3343,145,22,769,-4,1416,245,230,102,2867,Rawah,C8772
2880,73,24,469,83,1020,239,185,63,469,Rawah,C7746
3192,190,9,577,108,379,220,248,161,2139,Commanche,C7202
2938,33,8,192,12,4592,219,223,140,4015,Rawah,C7745
3329,335,14,589,101,1980,188,221,172,977,Commanche,C7755
2916,179,10,360,31,2583,224,246,154,2316,Commanche,C7702
3068,290,18,240,56,1495,166,234,208,402,Commanche,C7756
3069,13,27,361,86,2616,183,174,118,2596,Commanche,C7755
3273,283,19,242,78,5050,165,237,211,1347,Rawah,C7745
2618,115,9,30,-5,841,236,232,127,5922,Rawah,C6731
2471,75,15,108,28,268,237,212,103,1847,Cache,C2717
2694,80,24,95,47,120,243,188,61,1900,Rawah,C7746
3156,182,16,446,72,218,223,249,153,1962,Commanche,C7202
3153,124,7,382,27,446,232,235,136,5654,Neota,C7202
2874,23,19,509,140,255,205,196,122,1103,Commanche,C4704
3075,358,7,0,0,1608,210,227,156,738,Commanche,C7755
3283,91,17,437,59,1243,244,210,89,2228,Rawah,C8776
2855,107,23,108,56,108,252,206,70,912,Rawah,C7746
2598,43,8,330,59,1321,222,222,136,1739,Commanche,C2705
2843,32,8,255,38,2301,219,224,141,2028,Rawah,C7745
2949,0,11,150,-5,3477,204,220,153,6387,Rawah,C7102
3169,165,11,127,14,2597,230,244,144,1062,Commanche,C7756
2809,54,15,270,52,1683,228,207,110,1298,Commanche,C4704
2975,39,6,631,0,5384,221,226,141,1742,Rawah,C7745
2979,174,17,95,13,2251,228,246,144,1140,Commanche,C4758
3190,194,6,268,28,930,219,245,161,216,Commanche,C7202
3406,159,11,400,206,2584,232,242,140,648,Commanche,C7756
3182,0,17,543,-8,3705,194,207,149,2928,Rawah,C7746
3213,184,6,182,29,1015,222,244,158,124,Commanche,C7756
3208,55,11,636,75,5735,227,216,121,1471,Rawah,C7745
3022,284,19,127,22,2773,164,237,211,1747,Commanche,C7700
3120,51,14,886,7,2139,226,210,115,3007,Commanche,C7755
2985,65,24,85,33,4198,234,183,67,2200,Rawah,C7745
2924,67,14,708,275,966,233,211,106,569,Commanche,C7757
2331,236,25,42,18,642,167,252,213,618,Cache,C2704
3098,26,23,192,36,3994,202,184,109,738,Rawah,C7201
3282,55,16,297,88,1861,229,203,103,2322,Rawah,C8772
3170,267,15,510,104,5991,180,245,204,1954,Rawah,C7746
2618,163,9,212,14,1594,229,243,146,878,Commanche,C2703
3088,3,9,120,19,576,207,222,152,1531,Rawah,C7201
2798,74,11,42,3,3282,233,219,116,6474,Rawah,C7102
2620,348,13,467,63,633,194,217,161,892,Commanche,C4704
3106,284,10,30,4,2081,193,240,187,577,Commanche,C7202
2975,17,13,175,-9,4598,209,213,139,2358,Rawah,C7745
3037,355,16,492,29,3879,192,210,154,2508,Rawah,C7745
2810,118,6,0,0,2376,230,235,138,2561,Rawah,C7202
2635,190,28,120,51,1892,208,248,156,1374,Commanche,C2705
3088,118,15,192,53,4891,244,226,107,192,Rawah,C7745
2915,55,11,60,-2,2139,227,216,121,2076,Commanche,C7201
3052,85,9,607,80,2526,233,225,124,2274,Commanche,C7756
2445,17,21,150,41,703,198,193,125,1595,Commanche,C7757
3679,20,14,1082,270,5053,209,210,135,3409,Commanche,C8776
2962,163,16,301,123,1146,233,243,135,700,Rawah,C7745
3385,301,7,295,31,1618,201,237,176,785,Commanche,C8771
3396,34,19,649,191,3349,214,194,109,1786,Commanche,C8772
3369,293,23,277,91,2097,148,228,217,2419,Commanche,C7757
3041,357,16,42,10,6402,194,210,152,3178,Rawah,C7102
1872,27,16,95,22,124,212,205,126,847,Cache,C2703
2980,45,12,335,4,886,223,214,123,1689,Commanche,C7756
2761,176,7,108,12,2773,224,244,154,1998,Rawah,C4744
2536,58,14,379,23,987,230,209,109,1024,Commanche,C4703
3252,123,12,90,-4,4067,240,231,120,1964,Rawah,C8771
2274,357,14,234,122,658,198,214,154,630,Cache,C2717
3289,119,12,330,107,2773,240,229,117,3156,Commanche,C8772
2821,94,15,0,0,1642,243,216,99,1839,Commanche,C6102
2251,107,15,85,12,150,244,221,103,845,Cache,C2704
2939,51,10,30,-2,4696,225,218,126,2400,Rawah,C7745
2805,216,10,484,48,4094,210,250,176,1731,Commanche,C7702
2794,335,11,42,6,2052,195,225,169,2114,Rawah,C7745
2842,48,7,242,44,2001,223,225,138,1770,Rawah,C7202
2632,126,8,408,93,1530,234,235,132,1892,Commanche,C2705
3037,0,11,382,62,5424,203,219,153,3838,Rawah,C7745
2809,191,1,190,21,1033,219,239,157,1027,Commanche,C2703
2965,106,23,30,-16,2656,251,206,71,1489,Commanche,C7709
3112,288,20,210,70,361,159,233,212,1727,Neota,C7201
2985,39,12,201,21,891,220,212,125,1967,Commanche,C7756
3066,169,2,0,0,2285,221,240,155,2195,Commanche,C7756
2928,49,15,150,36,120,225,207,113,162,Commanche,C7757
3090,166,15,330,79,819,232,244,139,1290,Commanche,C7202
2988,56,10,60,-6,4119,227,218,124,2343,Rawah,C7700
2854,121,12,234,43,1343,241,230,116,3059,Commanche,C7755
2990,0,9,85,5,2594,207,223,154,2061,Commanche,C7201
2070,117,26,283,113,323,254,205,62,391,Cache,C2702
3094,240,8,0,0,3061,206,247,0,1381,Commanche,C7202
3234,354,17,297,56,1396,189,207,155,722,Commanche,C7700
2982,101,13,60,-2,4626,242,222,108,2561,Rawah,C7745
2912,41,9,484,70,2651,221,220,133,1206,Commanche,C7755
3110,153,16,67,5,908,238,239,125,2037,Rawah,C7745
3031,288,1,30,0,2789,216,238,159,2820,Rawah,C7202
3271,342,3,967,140,1961,213,235,159,2402,Commanche,C7755
2411,25,15,30,7,1142,211,205,127,999,Commanche,C4703
3087,247,12,120,21,5546,195,249,191,2458,Rawah,C7201
3344,188,12,351,76,3357,221,249,159,285,Commanche,C8771
2917,68,14,85,13,558,234,210,105,1652,Commanche,C7756
2715,359,18,95,6,1250,191,204,149,1767,Commanche,C7700
2874,355,10,256,-9,1550,203,222,157,2876,Commanche,C4704
2384,260,15,503,187,671,183,247,202,1622,Cache,C2717
3124,355,21,85,20,1320,182,199,151,2619,Commanche,C7700
3145,42,17,268,64,1460,220,199,109,120,Rawah,C7201
2745,275,23,150,70,2030,151,238,223,192,Commanche,C7757
2781,122,16,85,26,3280,246,225,102,3092,Rawah,C7746
2563,187,15,190,16,2148,220,250,158,1953,Commanche,C2703
2980,26,20,371,93,1974,206,192,115,2773,Commanche,C7757
2960,147,8,120,6,1608,231,239,140,841,Commanche,C7756
2935,261,12,30,5,2565,189,246,195,430,Commanche,C7757
3072,287,6,108,7,1554,204,240,175,1719,Rawah,C7745
3214,108,15,295,51,2458,245,221,100,1431,Commanche,C7756
3139,126,12,67,7,6519,240,231,119,2079,Rawah,C7745
3401,180,10,1113,52,3254,224,247,155,1082,Commanche,C8771
2470,196,18,60,-33,484,213,252,167,1092,Commanche,C6102
3165,118,15,531,108,4627,244,226,107,1822,Rawah,C7745
3019,120,16,255,64,2346,246,225,103,765,Rawah,C7746
3446,325,15,591,93,1851,181,222,180,492,Commanche,C8772
3093,96,14,175,-2,824,242,218,103,849,Rawah,C7745
2548,149,4,631,78,882,225,239,149,1114,Commanche,C2703
2854,304,27,30,19,960,136,214,214,1878,Rawah,C7746
2900,1,21,277,75,2223,185,196,143,1716,Commanche,C7757
3187,42,18,60,8,1585,220,199,108,2452,Commanche,C7201
2795,25,23,60,25,2310,202,185,110,824,Commanche,C7202
3038,333,5,285,19,4427,208,233,164,1170,Rawah,C7745
3051,36,13,309,52,3087,219,211,126,1548,Commanche,C7756
2847,45,3,0,0,5952,220,232,149,4466,Rawah,C7746
2905,310,14,90,11,1932,181,230,189,876,Commanche,C7756
3186,52,18,0,0,4411,226,197,98,3391,Commanche,C7201
2349,314,19,301,66,1230,164,221,195,983,Cache,C4704
3059,144,29,242,68,331,246,221,83,1724,Commanche,C7201
2952,101,21,240,85,6066,250,206,74,4237,Rawah,C7745
3103,230,18,108,38,2400,189,254,197,865,Commanche,C4758
3180,326,20,306,41,2330,168,214,184,342,Commanche,C7757
2812,43,21,120,24,1543,219,189,96,2348,Commanche,C7757
2870,32,15,481,119,1084,216,206,123,2664,Commanche,C7757
3293,125,15,646,132,1226,244,228,110,1777,Neota,C4758
3019,89,10,258,20,5111,235,224,120,3122,Rawah,C7746
2914,7,20,228,116,242,191,195,137,589,Rawah,C7745
2514,239,19,256,81,492,182,252,204,170,Cache,C4703
2318,234,40,95,52,1477,125,239,226,726,Cache,C2702
2819,331,12,67,15,2255,191,225,173,2190,Rawah,C7745
3011,19,9,30,3,2301,214,222,144,1114,Rawah,C7202
3004,142,18,134,29,4081,243,232,110,5194,Rawah,C7745
3117,285,16,277,43,1189,173,238,205,2672,Commanche,C7757
3027,98,10,335,39,1167,237,225,118,1873,Commanche,C7201
2555,29,17,306,78,743,211,200,120,932,Cache,C2717
2803,103,9,255,46,2039,236,228,122,2964,Rawah,C4744
2830,352,12,150,0,1782,199,220,158,1718,Commanche,C7755
3054,29,12,95,3,1395,216,213,132,1710,Commanche,C7756
2704,58,4,408,37,960,223,230,143,1654,Rawah,C7745
2978,25,16,376,62,4615,210,203,125,4147,Rawah,C7745
3409,103,21,511,127,2340,249,209,78,2343,Rawah,C8772
3096,59,17,182,55,976,230,203,101,1506,Commanche,C7757
3063,54,10,1177,265,3089,226,218,124,1065,Commanche,C7756
2985,146,7,277,20,4826,230,239,142,5478,Rawah,C4744
3148,107,6,295,14,4315,230,233,137,1892,Rawah,C7745
3077,25,7,85,2,1282,217,225,145,750,Rawah,C7201
3122,160,36,492,33,1842,231,221,88,1566,Rawah,C7745
2943,180,7,60,4,1426,223,244,156,433,Commanche,C7202
3060,149,6,696,26,6252,227,240,146,3453,Rawah,C7745
2887,37,5,0,0,1798,220,229,146,976,Commanche,C7202
3369,87,5,513,47,1080,227,232,140,2412,Commanche,C7756
2560,2,23,134,29,560,182,190,141,1947,Rawah,C7746
2952,327,11,90,13,5934,192,227,174,3923,Rawah,C7700
3064,184,4,484,73,5724,220,242,157,5085,Rawah,C4744
2928,72,21,30,4,5035,238,195,78,402,Rawah,C7746
2696,266,31,309,151,1140,126,235,238,1441,Commanche,C7757
3079,145,10,234,38,547,234,239,136,1397,Commanche,C7201
2326,135,5,365,64,212,228,238,144,488,Cache,C2705
2940,65,24,283,136,295,234,185,70,1493,Rawah,C7745
2678,287,31,190,89,1398,120,220,232,990,Commanche,C4758
3154,209,19,366,133,3115,202,254,181,1159,Commanche,C7757
2783,97,10,134,4,2130,237,225,119,1406,Rawah,C4744
2942,153,8,330,39,3034,231,241,142,1598,Rawah,C7745
2585,177,15,30,0,1648,226,247,149,2809,Commanche,C2705
3168,33,11,67,4,3139,218,216,133,3288,Commanche,C7700
3075,39,7,90,0,1301,221,225,140,968,Rawah,C7201
2894,106,16,67,12,3127,246,218,96,1964,Rawah,C7746
3382,303,7,242,37,5176,202,237,174,900,Rawah,C8772
3015,121,14,30,-7,2710,243,228,111,400,Rawah,C7746
3050,7,8,162,28,2047,211,225,151,1463,Rawah,C7745
2696,53,5,247,18,2252,223,229,142,1830,Commanche,C7756
2873,14,14,201,20,3584,206,210,139,5382,Rawah,C7745
3194,129,44,323,37,1110,245,172,0,1047,Commanche,C8772
2635,112,9,60,3,170,235,231,127,646,Rawah,C7746
3045,232,23,457,231,1507,177,253,206,313,Commanche,C4758
2961,16,4,182,12,1945,216,231,152,182,Commanche,C7756
2683,18,12,150,24,2099,211,215,140,1926,Commanche,C4703
3007,43,16,242,22,513,221,202,111,1717,Rawah,C7745
2942,324,12,379,68,866,188,226,178,1855,Commanche,C7756
2563,45,0,417,21,1120,218,237,156,1262,Commanche,C2703
2463,274,26,153,77,886,142,236,228,1451,Cache,C4703
2996,82,29,210,77,2388,245,175,39,2395,Commanche,C7757
2633,343,18,150,22,2045,180,210,166,2564,Commanche,C7700
3194,117,12,150,13,1834,240,229,118,1542,Neota,C7202
2811,22,7,95,0,2329,216,225,146,2733,Rawah,C7745
2779,57,28,228,47,1172,226,170,60,1860,Commanche,C7757
3076,331,12,408,36,5007,192,225,172,514,Rawah,C7745
3218,124,5,485,36,4351,229,236,140,2663,Rawah,C7745
2942,278,5,633,36,5633,206,241,173,1974,Rawah,C7745
3277,78,14,497,53,1031,237,213,104,2113,Rawah,C8776
3228,336,29,376,154,977,144,188,175,1921,Rawah,C7745
3226,290,11,180,71,4817,189,239,190,830,Rawah,C7202
2626,347,4,85,2,832,211,232,159,6056,Rawah,C6731
3655,6,18,1106,300,5158,195,203,142,3663,Commanche,C8776
3301,22,3,30,0,1898,218,233,153,895,Commanche,C8772
2307,126,20,30,9,85,249,222,91,277,Cache,C4704
3323,32,13,127,5,2201,216,211,128,1936,Commanche,C7755
3059,96,12,127,13,3226,239,223,113,711,Rawah,C7745
2703,47,24,108,64,120,220,179,80,1348,Rawah,C7746
3014,109,21,150,39,4020,251,210,77,5192,Rawah,C7746
3329,203,20,324,37,3180,205,253,175,1073,Commanche,C7756
3193,89,30,339,80,1020,248,177,35,1962,Rawah,C7745
2880,28,16,470,103,1436,212,205,125,2753,Commanche,C7757
2774,139,5,285,44,2652,228,238,144,2079,Commanche,C4704
3072,207,8,633,-54,2447,215,248,168,1405,Commanche,C4758
2902,123,5,417,69,3065,228,236,142,2236,Rawah,C4744
3110,24,11,90,3,2241,214,215,136,2197,Rawah,C7745
2511,84,30,272,117,895,246,173,34,895,Commanche,C2705
3024,16,11,283,52,2292,211,217,142,2106,Commanche,C7756
2566,49,15,120,0,2753,225,207,112,2518,Commanche,C4704
3275,26,6,60,15,5810,217,227,146,582,Rawah,C8771
2848,123,18,488,77,990,247,224,99,2609,Commanche,C4704
2884,76,15,256,87,4492,237,211,101,5109,Rawah,C4744
2879,91,12,150,37,2544,238,221,111,2151,Rawah,C7745
2808,325,15,323,133,2298,182,223,180,2337,Rawah,C7745
2604,42,6,30,-5,1008,221,226,140,573,Rawah,C7201
2151,301,17,30,0,1252,172,231,198,612,Cache,C4703
2837,136,14,60,6,2805,241,234,118,2890,Rawah,C7746
2706,264,4,212,28,1289,209,242,171,3076,Rawah,C4744
3020,121,12,30,-8,2737,240,230,117,408,Rawah,C7746
2875,28,11,67,8,1565,216,216,135,2724,Commanche,C7700
3412,214,3,150,7,2976,216,243,163,874,Commanche,C8703
2785,3,18,90,37,2096,192,202,144,1045,Commanche,C7757
3143,314,14,242,40,4152,183,229,186,1142,Rawah,C7745
3008,329,12,467,164,5340,190,225,174,5139,Rawah,C7700
3090,0,8,30,4,3182,208,225,154,5194,Rawah,C7745
2756,23,12,240,77,1126,212,214,136,2100,Commanche,C7757
2207,84,26,124,65,1422,246,187,55,256,Cache,C2704
2939,75,11,30,0,4309,234,219,116,5195,Rawah,C7101
3377,64,26,430,92,1943,233,178,61,1706,Rawah,C8776
2752,13,8,330,13,1340,213,225,149,2287,Rawah,C4744
3400,150,18,256,28,4177,241,236,118,3359,Commanche,C7757
2874,357,27,531,119,1176,168,181,143,1110,Commanche,C7756
3232,79,9,127,8,5711,232,224,124,1073,Rawah,C7201
2570,213,25,201,85,1240,189,254,189,1183,Commanche,C2704
2436,119,30,272,99,361,254,199,49,860,Commanche,C2705
3364,327,16,792,222,4099,179,220,180,2415,Commanche,C7757
2955,130,16,95,13,3571,244,230,110,1584,Rawah,C7746
3297,200,7,466,70,4007,218,246,164,2256,Rawah,C7202
3171,262,5,30,0,1249,207,242,173,242,Commanche,C7103
2773,36,13,120,18,1230,219,211,125,808,Commanche,C7755
2557,43,11,365,31,793,222,217,128,3637,Rawah,C6731
3263,79,17,0,0,1802,240,207,92,2818,Rawah,C8772
2978,295,4,330,52,5288,209,238,169,1719,Rawah,C7745
2975,231,9,426,62,5414,206,249,180,4025,Rawah,C7745
2896,67,22,283,91,309,236,192,77,516,Rawah,C7745
2763,7,16,242,27,2624,199,207,143,339,Commanche,C4703
2451,318,18,218,-11,0,171,221,189,418,Cache,C4703
3093,0,4,30,2,3963,214,232,156,1159,Rawah,C7201
3119,34,17,626,-45,4200,215,201,117,4380,Rawah,C7202
2955,23,14,108,19,1213,211,209,131,1142,Commanche,C7700
3081,350,5,0,0,4991,210,231,159,830,Rawah,C7202
3136,217,12,256,-6,2613,207,251,179,641,Commanche,C7756
2647,6,33,210,40,859,159,155,117,1740,Commanche,C7757
2843,122,17,484,72,960,247,224,99,2583,Commanche,C4704
2976,247,2,485,16,1265,215,240,162,1894,Rawah,C4744
2938,248,28,297,125,1594,149,247,226,564,Commanche,C4758
3032,298,4,42,1,2769,210,238,167,2820,Rawah,C7202
2956,186,17,390,70,1758,220,250,157,1831,Commanche,C7757
3036,59,3,547,91,4318,221,233,148,1595,Rawah,C7745
2847,320,16,323,55,4089,176,223,186,5568,Rawah,C7745
3140,252,10,240,26,5650,197,247,188,3194,Rawah,C7201
3153,55,10,150,38,2510,226,220,127,1848,Rawah,C7745
2906,105,12,430,127,698,240,225,113,1259,Rawah,C7745
2985,164,17,175,16,4872,233,243,135,649,Rawah,C7746
2850,87,32,90,-32,390,247,170,28,2353,Rawah,C7746
3169,233,14,270,59,1451,196,252,191,2422,Commanche,C7757
2925,54,12,268,34,1549,227,214,118,890,Commanche,C7755
3078,124,17,750,64,2852,246,226,102,2648,Commanche,C7757
2937,79,6,124,-1,1774,228,229,135,150,Commanche,C7756
3274,351,11,467,106,2524,199,221,159,2416,Commanche,C7700
2613,34,19,150,14,433,214,196,112,1383,Rawah,C7745
3397,166,9,351,197,2649,228,244,148,598,Commanche,C7756
2904,105,23,108,35,5562,252,205,68,859,Rawah,C7746
3355,131,9,457,73,2187,235,235,132,2336,Rawah,C8771
3300,321,14,323,63,4947,184,226,182,2971,Commanche,C7756
2913,24,6,108,7,4826,217,227,147,1795,Rawah,C7101
3121,40,8,120,15,5281,221,223,137,3225,Rawah,C7201
3190,108,8,297,15,5100,235,231,128,2345,Rawah,C7745
2938,63,7,285,25,3810,226,226,134,4533,Rawah,C7202
2907,286,12,297,50,3327,186,240,194,2797,Rawah,C4744
2586,328,14,30,13,782,186,224,177,2147,Rawah,C7745
2713,3,8,360,0,983,209,225,153,1190,Rawah,C7202
3064,72,17,90,24,3073,237,205,94,5502,Rawah,C7745
2911,117,10,558,163,2507,237,231,124,446,Commanche,C7755
2847,35,11,0,0,300,219,215,130,150,Commanche,C7756
2619,134,16,402,107,738,243,231,112,1570,Commanche,C2703
2839,73,14,180,2,313,236,213,105,1590,Rawah,C7745
2778,151,21,218,70,1590,241,235,113,2322,Commanche,C4703
2919,0,1,589,0,4404,217,236,156,4489,Rawah,C7202
2279,233,12,192,35,1681,200,251,186,849,Cache,C2703
3042,283,10,120,7,2678,192,241,188,1348,Commanche,C7202
2994,60,7,384,55,134,225,226,135,1986,Commanche,C7757
2979,349,4,492,91,1471,213,233,158,2375,Commanche,C7756
2218,3,29,127,55,811,168,172,131,1080,Cache,C4703
3190,147,11,30,0,1226,235,239,133,1543,Rawah,C7745
3048,146,3,402,26,4656,224,239,150,1159,Rawah,C7745
2761,47,10,134,3,1926,224,219,129,1142,Rawah,C4744
3309,299,11,150,32,3087,189,236,187,2230,Rawah,C8772
3188,85,8,95,-1,5360,232,227,128,2954,Rawah,C7202
3177,193,3,150,15,2609,219,242,159,1075,Commanche,C7756
3098,144,14,95,-10,2343,239,237,124,3342,Commanche,C7757
2848,279,25,297,159,2017,145,234,225,1230,Commanche,C4758
3257,70,14,90,22,5873,235,212,106,598,Rawah,C7201
3377,138,13,755,171,591,239,235,123,212,Neota,C8771
2939,318,17,443,33,5444,173,222,188,2065,Rawah,C7745
2990,22,16,258,23,466,207,203,128,339,Commanche,C7755
3133,122,24,339,75,4206,252,213,75,721,Rawah,C7746
3027,324,8,240,36,2936,200,231,171,6046,Rawah,C7745
3001,135,4,642,84,5521,226,238,146,2917,Rawah,C7746
3163,38,27,690,282,759,209,170,81,1864,Rawah,C7746
3080,154,13,42,3,6097,235,240,133,2358,Rawah,C7745
2817,64,21,85,25,1087,234,192,81,2255,Commanche,C7757
3031,110,20,300,-32,4250,250,213,82,2475,Rawah,C7745
3086,147,10,60,3,4668,234,239,136,1249,Rawah,C7745
3290,66,8,120,29,6292,228,225,131,247,Rawah,C7201
3187,150,13,900,43,3170,236,239,131,2689,Commanche,C7757
2861,61,16,335,63,3077,231,206,103,342,Commanche,C7757
2916,90,8,190,39,4218,232,228,129,6292,Rawah,C4744
2949,215,8,42,10,5372,213,248,171,2618,Rawah,C6101
2302,68,32,60,47,1036,234,161,35,1130,Cache,C2705
3133,119,20,242,31,127,249,219,89,4336,Neota,C7201
2760,341,11,30,5,3824,196,223,166,1068,Rawah,C7202
3226,344,10,564,-10,4239,199,224,163,750,Commanche,C7700
2987,86,7,150,23,1477,230,229,132,1974,Rawah,C7201
2991,238,14,618,95,5756,193,251,194,5433,Rawah,C7745
3179,9,7,319,-39,2496,212,225,151,2317,Rawah,C7201
3279,343,10,175,24,6096,200,225,163,351,Rawah,C7201
2420,145,9,175,41,979,233,239,137,641,Cache,C2717
3246,67,12,391,33,6284,232,215,113,871,Rawah,C7201
3204,152,17,595,-14,808,239,238,122,2108,Commanche,C7757
2589,1,12,30,4,1782,202,216,151,4577,Rawah,C7745
2075,229,20,0,0,1026,187,254,199,295,Cache,C6102
3474,154,28,180,67,4043,240,229,98,3978,Commanche,C7757
3250,122,14,722,36,3887,243,228,110,2838,Rawah,C7202
3119,307,21,350,108,2713,159,223,202,2539,Commanche,C7757
3207,119,25,256,-16,4116,253,210,69,2241,Rawah,C7202
2594,119,9,0,0,1233,235,233,128,5177,Rawah,C7745
3027,194,10,698,55,5678,218,249,164,6441,Rawah,C4744
2968,30,9,510,49,4857,218,220,138,5365,Rawah,C4744
3224,42,24,255,52,5353,216,180,88,1590,Rawah,C7745
3076,291,7,576,-50,2359,201,239,177,1480,Commanche,C7202
2578,18,1,0,0,1657,218,236,156,2850,Commanche,C6102
3037,249,19,108,7,2419,175,250,210,1579,Commanche,C7202
3271,339,23,192,37,4455,165,201,171,1332,Commanche,C8772
3053,321,17,616,278,854,173,220,186,1465,Commanche,C7757
2895,185,15,531,261,957,221,249,157,1800,Commanche,C7756
3338,122,9,573,91,1252,236,233,128,2295,Commanche,C7756
3090,133,12,30,0,949,239,234,122,1783,Rawah,C7202
3103,320,12,150,43,1440,189,228,180,2451,Commanche,C7756
3140,353,12,85,4,3998,199,218,157,1100,Commanche,C7201
