Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3326,59,21,577,32,3000,231,191,84,1106,Commanche,C8772,0
2960,169,24,1087,165,2642,230,241,128,1261,Commanche,C4758,1
2824,119,7,573,69,3255,233,234,133,6323,Rawah,C4744,1
2350,230,23,67,27,1441,178,254,205,698,Cache,C4703,5
2706,325,19,95,23,837,169,216,185,2132,Commanche,C7757,1
2942,65,19,175,22,1820,234,199,89,1501,Commanche,C7755,0
2930,33,14,450,61,2205,216,208,124,1953,Commanche,C7700,1
3280,90,5,190,12,1170,227,232,139,2100,Rawah,C8771,0
3038,140,16,210,17,1231,243,233,114,1209,Commanche,C7756,1
2865,151,11,190,32,3801,234,240,136,3406,Rawah,C4744,1
3346,10,12,513,71,2088,207,216,145,1340,Commanche,C7755,0
3158,333,9,42,3,631,200,229,168,1320,Neota,C7202,0
2839,57,5,437,56,1931,223,229,142,1945,Rawah,C7745,1
3069,3,4,234,10,3443,214,232,155,1443,Rawah,C7202,1
2775,53,12,150,14,1356,227,214,119,1034,Commanche,C4704,1
3362,277,12,780,105,1020,188,242,194,2251,Commanche,C7756,0
2923,152,10,108,21,3376,233,240,138,1734,Rawah,C7746,1
2740,345,13,30,7,3555,194,219,163,1341,Rawah,C7202,0
3242,56,10,323,87,759,227,218,124,1747,Rawah,C7202,0
3218,121,10,365,-14,1832,237,232,125,1532,Rawah,C7745,1
2962,129,12,162,29,1982,240,232,120,2781,Commanche,C7756,1
3211,130,7,134,0,2449,232,236,136,1116,Rawah,C7201,0
2854,299,2,85,-5,2859,212,238,164,2324,Rawah,C7745,0
3276,297,13,552,91,700,183,235,192,240,Neota,C7700,0
2826,115,7,162,24,1020,232,233,134,2044,Rawah,C7745,1
2742,64,19,162,10,1756,234,199,90,1680,Commanche,C4703,1
3233,139,19,180,19,930,245,231,107,2512,Commanche,C7202,1
2807,75,21,342,94,2550,240,194,74,268,Commanche,C4703,0
3204,336,11,0,0,4279,194,225,169,1950,Commanche,C7201,0
2942,63,14,85,-5,503,232,211,108,2343,Rawah,C7745,1
2437,104,26,212,91,426,253,196,53,895,Commanche,C2705,2
3144,29,25,242,73,3345,202,176,99,1521,Commanche,C7755,0
2435,341,18,67,10,644,180,211,168,1221,Cache,C4703,5
3227,63,2,0,0,3307,221,234,150,2048,Rawah,C8771,6
3284,54,6,120,5,3649,224,226,137,2263,Rawah,C8771,0
3217,29,24,134,42,2118,205,181,102,1708,Commanche,C7700,0
3178,248,5,384,83,4203,209,244,173,1026,Rawah,C7745,1
2521,143,18,108,27,1128,243,233,111,573,Commanche,C2705,2
2134,271,12,402,85,443,187,244,196,858,Cache,C4703,2
3417,337,5,726,178,3055,208,232,163,1950,Commanche,C8771,6
2888,177,8,433,55,3668,224,245,154,3238,Rawah,C4744,1
2914,303,13,0,0,2685,185,234,189,577,Commanche,C7103,0
2490,358,6,485,243,924,210,228,156,816,Cache,C2717,2
3363,291,28,192,95,5328,133,223,225,731,Rawah,C8772,0
2810,140,16,30,5,2174,242,233,115,2910,Rawah,C7746,0
2850,351,10,816,120,60,203,224,159,1370,Commanche,C4704,1
2922,98,15,324,58,3276,244,217,99,2362,Rawah,C4744,1
2590,9,12,30,7,2030,206,216,146,1482,Commanche,C6102,1
2254,43,35,134,38,552,204,144,49,1015,Cache,C4703,5
2551,15,14,124,32,1921,207,211,139,1989,Commanche,C4703,1
2964,187,10,108,14,1134,221,247,159,601,Commanche,C4758,0
3004,84,11,713,208,1292,235,222,117,792,Rawah,C7745,1
2775,78,20,30,12,1714,241,198,78,1550,Commanche,C7202,0
2700,315,10,134,24,2171,193,232,178,4519,Rawah,C4744,1
2698,30,10,510,-12,874,217,218,136,1537,Rawah,C4744,1
3088,319,10,234,6,212,195,231,176,1874,Neota,C7202,0
2734,228,22,120,6,1608,183,254,201,1289,Commanche,C2705,1
2567,62,5,60,0,400,224,230,142,5641,Rawah,C6731,1
3021,147,14,85,10,3017,238,238,126,598,Rawah,C7745,0
3228,22,18,134,0,1814,206,198,125,4636,Neota,C7201,0
3158,7,14,330,104,3577,201,211,145,1650,Commanche,C7755,0
3132,109,22,0,0,1300,251,209,75,2313,Rawah,C7745,1
2873,126,8,366,26,3946,234,235,132,5947,Rawah,C4744,1
3152,264,6,450,39,3805,204,243,178,3395,Rawah,C7745,0
2919,10,22,313,128,1385,191,190,131,2490,Commanche,C7757,1
3170,334,14,949,-32,1423,186,220,173,1131,Commanche,C7755,0
2537,43,9,362,34,930,222,221,134,1350,Commanche,C4704,1
2768,285,9,216,36,127,194,240,186,2110,Commanche,C4703,1
3015,39,10,60,1,2966,221,217,130,674,Rawah,C7745,0
3322,315,30,277,85,2179,127,200,205,2215,Neota,C7757,1
2786,145,21,95,35,480,244,232,107,2691,Commanche,C4704,1
2973,303,15,42,10,124,178,231,194,962,Rawah,C7201,0
2080,22,20,446,85,510,202,192,120,335,Cache,C2706,2
2529,287,17,268,102,1216,169,236,207,560,Cache,C2717,5
3370,142,19,297,48,1839,244,232,108,3153,Rawah,C8776,6
3264,64,7,582,73,5742,227,226,133,2762,Rawah,C7745,1
3133,101,4,335,23,5444,226,234,144,685,Rawah,C7745,0
2096,200,20,108,32,591,207,253,172,886,Cache,C2717,2
2705,113,38,190,123,1260,252,171,9,875,Commanche,C4758,1
3302,13,23,256,-8,1976,191,186,125,1200,Commanche,C8772,6
2026,340,31,0,0,90,138,178,168,674,Cache,C4703,2
3284,336,19,255,81,1660,175,211,173,2827,Rawah,C7745,0
3037,19,10,150,29,2563,213,219,142,6242,Rawah,C7745,0
2985,45,1,485,66,4789,219,236,154,6212,Rawah,C4744,1
2989,256,10,134,11,2842,197,246,187,509,Commanche,C7756,0
3309,201,11,446,91,3154,216,250,168,2155,Rawah,C7745,0
2876,320,7,30,-1,1188,201,233,171,1699,Rawah,C7746,0
3422,46,25,60,-3,3293,218,178,81,2438,Rawah,C8708,6
2339,322,33,234,119,626,119,186,197,1775,Cache,C4703,2
2982,117,11,242,4,4658,238,230,121,4979,Rawah,C7745,1
2731,32,14,408,-16,1482,216,208,125,1956,Rawah,C7746,1
3237,173,8,0,0,3394,225,244,152,696,Commanche,C7757,0
3320,102,10,85,9,4310,237,227,120,3772,Commanche,C7202,0
2719,94,8,242,7,872,232,229,129,1974,Rawah,C4744,0
2676,38,8,150,6,1533,220,223,138,1045,Rawah,C7745,1
3049,50,7,124,13,1510,224,224,135,2800,Rawah,C7745,1
2804,171,10,150,37,2932,227,245,150,2071,Rawah,C7745,1
3062,283,21,474,133,6062,159,236,215,1593,Rawah,C7745,0
3137,6,12,108,13,2034,205,216,148,2910,Commanche,C7202,0
2672,33,19,192,47,969,213,194,110,3031,Rawah,C7745,1
3119,177,18,124,6,2711,226,247,147,3347,Rawah,C7201,0
2798,99,10,404,95,3005,236,227,121,6424,Rawah,C4744,0
2995,309,13,150,-2,2353,183,231,188,930,Commanche,C7201,1
3167,43,10,0,0,3154,222,219,131,3225,Commanche,C7755,1
3184,97,11,234,34,4604,239,224,114,2780,Rawah,C7745,0
3188,81,12,30,-2,2953,237,218,110,5072,Rawah,C7745,0
3151,250,7,391,20,3301,205,245,179,942,Rawah,C7745,1
3108,252,5,201,28,1231,210,243,171,1421,Commanche,C7202,0
2879,198,6,361,127,2154,218,245,163,702,Commanche,C7755,4
2829,90,5,212,42,769,227,232,139,90,Rawah,C7745,1
3364,88,7,655,35,999,231,229,131,4294,Neota,C8771,0
3015,113,15,450,64,2630,245,223,104,2656,Commanche,C7702,1
3225,30,12,319,5,2007,216,214,132,960,Commanche,C7755,0
2958,1,9,277,35,1529,207,223,153,743,Commanche,C7755,1
2973,64,15,234,68,3645,233,207,103,2810,Rawah,C7745,1
2767,347,9,240,41,1465,204,226,161,1805,Rawah,C4744,1
2759,79,12,360,29,2652,236,217,110,2135,Commanche,C4703,1
3104,351,22,659,236,659,174,196,156,1708,Rawah,C7746,0
3387,161,9,443,187,2613,229,242,145,685,Commanche,C7756,0
3149,185,19,212,26,2720,220,250,155,3260,Rawah,C7201,1
3208,115,23,30,4,2553,252,211,75,2641,Rawah,C7746,0
3107,46,19,256,-8,1749,222,195,100,3139,Rawah,C7745,1
2986,37,9,124,7,1012,220,219,134,1492,Commanche,C7756,0
2080,305,23,30,16,979,150,221,208,242,Cache,C6102,3
2555,22,21,124,28,2465,201,189,117,671,Commanche,C4703,1
2939,237,11,469,36,5598,200,250,186,3823,Rawah,C7745,1
3037,55,13,242,4,1749,228,211,114,1237,Commanche,C7755,0
2860,330,8,30,10,5870,202,231,168,4543,Rawah,C7700,1
3282,148,16,420,9,1040,240,237,121,2821,Rawah,C7201,0
2392,150,29,30,8,513,242,224,88,1273,Cache,C2705,2
3191,42,16,484,63,1385,220,202,112,1831,Commanche,C7757,1
3227,136,16,240,-17,1149,244,232,111,2697,Rawah,C7201,0
2989,55,9,190,6,997,226,221,128,1558,Commanche,C7756,0
2941,117,8,272,28,3660,234,233,131,4257,Rawah,C4744,1
3075,72,18,268,11,1099,237,202,89,1731,Commanche,C7201,0
2606,333,4,30,-1,518,210,234,163,1304,Rawah,C7745,1
2656,117,26,95,-47,153,253,206,63,631,Rawah,C7746,4
3000,290,6,446,-34,1679,202,239,176,1798,Commanche,C7755,1
2784,89,20,30,9,2066,246,203,77,1631,Commanche,C4758,1
2880,87,14,390,117,1591,240,216,104,1711,Commanche,C7757,1
2963,331,19,162,48,4585,172,213,179,2190,Rawah,C7745,1
2903,45,2,324,46,3948,220,234,151,5730,Rawah,C7746,1
3067,81,16,108,19,2549,240,210,96,3104,Commanche,C7700,1
2654,68,15,120,22,2219,234,208,101,2552,Commanche,C4703,5
2916,71,17,120,49,6157,237,204,92,4310,Rawah,C7745,1
3331,130,20,182,50,782,248,225,96,1106,Neota,C7700,6
2878,2,28,210,-5,242,171,176,133,1482,Rawah,C7745,0
3161,331,14,42,10,2638,186,222,175,495,Commanche,C7201,0
3340,289,22,108,30,3871,153,231,216,1080,Rawah,C7745,0
3021,49,11,182,-3,3209,224,217,125,5541,Rawah,C7102,0
2870,357,15,190,36,424,195,211,153,495,Commanche,C7755,1
3155,145,13,120,23,3163,238,237,127,3327,Rawah,C8772,0
3226,305,11,30,12,3220,188,234,186,1401,Commanche,C7202,0
2941,250,24,228,131,1896,162,249,220,1099,Commanche,C4758,1
2958,86,19,180,-32,716,244,204,81,750,Rawah,C7745,0
3249,12,13,210,34,5528,206,212,142,594,Rawah,C7201,0
2084,255,22,127,52,443,164,248,218,509,Cache,C2702,2
2686,103,4,446,-14,601,227,234,141,1873,Rawah,C4744,1
3088,300,17,124,56,524,169,231,201,1348,Neota,C7201,0
3051,141,15,255,23,242,240,235,121,1753,Rawah,C7201,0
3152,144,8,175,12,1001,232,239,139,2137,Rawah,C7201,0
2400,13,16,277,130,841,203,206,137,902,Cache,C2717,5
2722,4,8,42,3,2236,210,225,153,6841,Rawah,C4744,0
3083,300,7,108,8,3781,202,237,175,2052,Rawah,C7202,0
2963,242,10,516,32,2089,200,249,186,1041,Commanche,C7202,0
3431,260,18,350,83,752,173,247,210,1170,Neota,C8776,0
2831,332,34,283,97,2652,124,178,182,301,Commanche,C7757,0
3253,246,14,228,37,658,191,250,196,947,Neota,C7756,1
2669,355,10,342,61,1276,203,222,157,1298,Rawah,C7745,1
2533,18,18,150,56,969,203,199,129,1012,Cache,C4703,2
2721,51,17,509,56,3185,226,200,101,2789,Commanche,C4703,0
3194,239,1,319,22,5883,216,240,161,2047,Rawah,C7202,1
2736,218,14,30,4,2672,204,252,182,1995,Rawah,C7102,1
2951,50,8,127,15,3925,224,223,133,1812,Rawah,C4744,1
2909,282,7,210,9,5324,201,241,179,4824,Rawah,C7202,1
3218,68,11,366,10,3907,232,218,118,3141,Rawah,C7202,0
3013,98,10,283,31,4094,237,225,118,2522,Rawah,C7745,1
3000,10,7,150,11,1666,213,227,151,1689,Rawah,C7745,0
3282,74,4,201,14,1200,225,231,142,2112,Rawah,C8771,0
2893,168,10,607,65,3549,228,244,147,3072,Rawah,C4744,1
2457,3,8,350,134,1567,209,225,153,391,Cache,C2717,2
3359,352,8,212,1,1360,206,226,158,3625,Neota,C8703,0
2968,32,14,268,19,4380,216,210,126,4013,Rawah,C7202,0
2382,310,25,67,40,1095,143,213,206,1142,Cache,C4703,2
2991,310,8,408,35,1426,198,235,176,1426,Commanche,C7755,1
3260,9,11,85,9,2830,207,217,146,2628,Rawah,C7745,0
3015,112,9,210,30,2037,235,231,127,1471,Commanche,C7756,1
3021,61,17,127,10,4434,232,203,99,2744,Rawah,C7745,1
2978,249,16,495,72,5650,184,250,202,4843,Rawah,C7745,1
3283,135,6,361,40,5351,229,237,142,938,Rawah,C7745,1
3188,10,13,558,61,2297,206,214,145,3354,Commanche,C7755,0
2442,182,13,495,136,912,223,248,155,1198,Cache,C2717,2
2686,85,6,485,74,859,228,230,136,1405,Rawah,C4744,1
3369,110,12,85,8,2505,240,227,115,1218,Commanche,C8772,6
3152,137,21,150,35,547,247,227,98,1749,Commanche,C7756,1
2435,160,18,524,165,743,236,241,128,914,Cache,C2704,2
3153,0,11,750,136,1731,203,219,153,2435,Commanche,C7755,0
3221,293,10,95,5,4609,193,238,185,454,Rawah,C8771,0
3076,36,10,601,-98,1401,219,218,133,983,Rawah,C7202,0
2965,97,18,162,26,6086,246,211,88,3799,Rawah,C7700,0
3019,131,10,210,-2,1288,237,235,128,566,Commanche,C7757,1
2956,258,7,192,-5,5680,204,244,179,2024,Rawah,C7202,0
3045,349,1,247,-12,708,216,236,157,1341,Rawah,C7202,0
3235,315,10,67,11,4055,192,232,179,1259,Rawah,C8772,0
3418,197,10,323,23,2831,218,249,165,1976,Commanche,C8771,0
2823,352,16,240,26,1660,189,210,157,2335,Commanche,C7757,1
2247,127,28,127,54,977,253,209,65,1318,Cache,C2704,3
2726,163,26,30,6,1275,233,237,117,1839,Commanche,C4758,1
3059,185,9,108,-7,2191,222,246,158,3789,Rawah,C7202,0
3163,357,4,30,3,5045,213,232,157,2753,Rawah,C7202,0
2291,96,20,30,4,1289,248,207,79,871,Cache,C6102,2
2916,51,6,365,39,577,223,227,139,1717,Rawah,C7745,1
2910,33,18,488,105,2666,213,197,113,1549,Commanche,C7757,1
3276,113,4,677,-14,1729,226,236,145,3037,Neota,C7202,1
2670,59,14,277,22,424,230,211,111,1698,Rawah,C4744,1
3009,34,10,216,49,4934,219,218,134,3864,Rawah,C7745,0
3279,84,10,90,15,4166,234,224,121,834,Rawah,C8771,0
2873,79,9,175,-35,1396,232,224,124,1681,Rawah,C7745,0
3114,320,20,134,42,3449,163,216,191,3065,Commanche,C7700,0
2339,180,1,361,-49,67,219,239,157,618,Cache,C2703,2
3059,352,20,987,190,2611,180,201,155,1415,Commanche,C7700,1
2813,257,30,85,42,2087,137,241,234,1365,Commanche,C4758,0
2830,182,7,120,11,2846,222,245,157,4186,Rawah,C7746,1
3217,203,5,175,37,1025,217,245,164,95,Commanche,C7756,0
2677,142,29,42,21,2120,247,218,78,2654,Rawah,C7746,1
3103,336,10,30,4,2067,198,226,168,1084,Commanche,C7202,0
3217,210,9,571,26,6048,213,249,171,3185,Rawah,C7745,1
2943,220,18,210,87,660,197,254,189,1652,Commanche,C7756,1
2900,235,18,42,10,4941,186,253,201,1332,Rawah,C7746,1
2909,53,9,242,39,4194,226,221,129,6240,Rawah,C4744,1
2754,114,5,60,-4,2092,228,235,141,966,Rawah,C4744,1
3260,176,12,350,53,4228,226,246,150,2200,Commanche,C7757,0
3099,328,15,120,18,481,184,222,177,871,Neota,C7202,0
2456,315,25,170,69,815,145,210,201,1350,Cache,C4703,1
2830,50,4,218,11,2876,222,231,145,4281,Rawah,C7745,1
2896,23,10,42,3,3990,214,219,140,3932,Rawah,C7745,1
2869,94,17,301,73,824,245,212,91,845,Rawah,C7746,1
2884,139,11,258,53,2760,236,237,130,2268,Rawah,C4744,1
2850,84,5,371,-4,1936,227,231,139,2097,Rawah,C7745,1
3041,107,13,153,37,6443,242,224,109,3254,Rawah,C7745,1
2926,267,12,339,20,5645,189,245,195,3534,Rawah,C7202,1
3026,347,20,558,251,769,178,203,161,1400,Commanche,C7757,1
3098,87,9,258,83,4798,234,224,121,295,Rawah,C7746,1
3150,41,10,685,23,2173,222,217,130,3211,Commanche,C7755,0
3053,265,11,30,6,841,192,245,192,1648,Commanche,C7202,0
2520,14,9,42,7,1321,212,222,147,4405,Rawah,C6101,1
2667,0,7,390,24,1392,210,228,155,5856,Rawah,C7745,1
2873,80,18,170,20,2674,241,206,89,2430,Rawah,C7746,1
2650,111,7,85,-1,3455,233,232,131,2214,Commanche,C4704,1
3572,175,8,228,79,1682,225,244,153,1383,Neota,C8776,6
2794,78,16,258,30,1706,239,209,95,1943,Rawah,C7745,1
2705,87,4,134,25,1575,226,233,142,3439,Rawah,C4744,1
2988,9,6,679,85,3360,214,228,152,1290,Rawah,C4744,1
2149,36,29,127,54,216,205,164,79,607,Cache,C4703,5
3047,116,6,446,21,4765,231,234,137,1187,Rawah,C7745,0
2445,122,16,342,89,808,245,226,104,1315,Cache,C2702,5
3189,11,6,60,6,5468,214,228,151,2442,Rawah,C7101,0
3208,109,19,450,-113,382,249,214,85,4002,Neota,C7201,1
2762,325,25,437,203,1087,151,205,190,782,Commanche,C7757,5
2660,357,27,60,29,1606,166,180,143,1167,Commanche,C7700,1
2837,122,21,684,203,2785,250,219,88,1825,Commanche,C4703,1
2522,37,16,60,-13,2564,218,204,118,781,Commanche,C4703,5
3429,156,23,90,22,4138,239,236,114,4042,Commanche,C7757,6
3113,49,5,295,7,3703,222,229,143,3805,Rawah,C7745,0
2720,114,6,532,96,1243,232,233,135,713,Rawah,C4744,1
3189,119,11,30,-2,2271,239,231,121,4116,Neota,C7202,0
3293,138,14,30,-3,1343,241,234,120,1252,Rawah,C8703,0
2772,0,1,256,48,1739,217,236,156,395,Commanche,C7755,0
3015,130,11,108,0,2510,238,234,125,1550,Commanche,C7202,1
2621,178,7,30,0,2010,224,245,155,1015,Commanche,C6102,0
3180,186,9,192,12,2084,222,247,159,1803,Commanche,C7755,0
2993,347,8,268,77,2220,204,227,161,2412,Commanche,C7756,1
3165,126,14,108,6,3019,243,229,112,5253,Rawah,C7746,0
2703,98,5,108,18,1584,228,233,138,3419,Rawah,C4744,1
2709,113,13,85,12,1998,241,227,113,319,Commanche,C4703,2
3264,211,25,108,29,2312,192,254,186,664,Commanche,C8772,6
2305,43,16,0,0,1273,221,204,113,1276,Cache,C4703,3
3082,343,12,95,22,509,195,221,165,1385,Rawah,C7201,1
2882,323,7,201,14,1015,202,233,170,658,Commanche,C7202,1
2930,130,19,120,37,2014,247,226,99,1621,Commanche,C7755,0
2207,121,21,42,14,976,250,218,85,1315,Cache,C2704,3
3269,106,17,324,103,1509,246,217,94,1481,Rawah,C7745,6
3247,348,21,446,98,666,177,202,159,1648,Neota,C7201,0
3062,323,2,541,108,808,213,236,161,908,Neota,C7202,1
3077,21,15,510,27,3776,208,206,132,4442,Rawah,C7745,0
3375,89,11,361,90,1939,237,222,115,1702,Rawah,C8703,0
2939,77,8,108,4,2263,231,225,127,2165,Rawah,C7745,0
3300,92,14,108,32,4100,241,217,103,987,Rawah,C8771,0
3211,119,15,255,29,4081,244,226,107,859,Commanche,C7202,0
3211,53,2,30,0,5115,221,234,150,342,Rawah,C8771,0
3225,8,11,484,77,5568,207,218,147,2554,Rawah,C7745,1
3275,61,16,218,66,1707,232,204,100,2760,Rawah,C7745,0
2692,307,20,67,15,1104,161,224,201,2483,Rawah,C7745,1
3261,45,12,201,-18,1740,223,214,123,1041,Commanche,C8772,6
2977,55,6,85,2,2683,224,227,139,1844,Commanche,C7201,0
3274,120,13,42,11,1248,241,229,115,1154,Commanche,C7755,0
3159,331,10,0,0,685,197,228,170,1293,Neota,C7202,0
2863,51,15,424,112,1146,226,207,111,2654,Commanche,C7757,1
3233,288,13,497,58,693,184,238,194,741,Neota,C7202,0
3062,9,11,150,9,2598,207,217,146,2906,Commanche,C7756,1
2690,208,19,240,-21,2389,202,254,180,1830,Commanche,C2705,1
3223,285,25,175,65,1061,144,230,223,2421,Rawah,C8772,0
2433,33,22,0,0,752,210,186,103,1448,Commanche,C4703,5
3220,29,17,124,0,1831,212,202,121,4607,Neota,C7201,0
3131,94,13,180,18,780,240,220,107,1718,Rawah,C7745,0
2685,6,14,361,33,967,202,213,146,1883,Rawah,C7202,1
2907,315,9,201,70,5076,195,233,177,450,Rawah,C7745,1
2691,0,6,42,4,1719,211,228,155,3798,Rawah,C4744,1
2611,326,20,120,27,1597,168,214,184,2913,Commanche,C4703,5
3187,162,20,277,96,5060,235,241,127,1588,Rawah,C7745,0
3187,200,26,120,30,2430,200,252,173,1266,Commanche,C7757,0
3041,170,14,510,174,5948,230,245,143,4014,Rawah,C7746,1
3163,98,17,247,-39,1465,245,214,92,2287,Rawah,C7201,0
2693,149,15,30,6,2699,238,238,126,2186,Rawah,C7745,4
2815,146,17,228,62,3283,241,236,119,2999,Rawah,C4744,1
2957,218,14,242,23,1507,204,253,183,1383,Commanche,C7755,1
3155,110,6,216,49,3461,231,233,135,4327,Rawah,C7746,0
3211,140,19,404,118,306,244,231,108,3055,Neota,C7201,0
3098,197,5,90,7,2121,219,244,161,664,Commanche,C7756,1
3044,154,16,210,29,1731,237,239,127,1116,Rawah,C7745,0
2622,245,16,30,5,1276,185,251,202,1544,Commanche,C2704,1
3219,127,5,30,1,4719,228,237,143,1895,Rawah,C7201,0
2502,235,19,30,9,990,185,253,202,691,Commanche,C2703,2
2174,92,14,0,0,1442,241,218,105,551,Cache,C5101,3
3154,301,4,660,-40,671,208,238,168,1464,Neota,C7201,1
2981,313,15,323,99,2795,178,227,189,2224,Rawah,C7745,1
3282,315,8,481,7,2525,198,233,175,631,Commanche,C7756,0
3050,145,18,60,9,815,242,234,115,268,Commanche,C7757,1
3184,156,6,150,-1,2443,228,241,147,1022,Rawah,C7202,0
2898,315,2,247,39,1026,213,237,162,2310,Commanche,C7790,1
3411,194,4,150,5,3005,219,243,160,902,Commanche,C8703,6
3076,36,6,0,0,1348,220,226,143,859,Rawah,C7202,0
2737,93,10,255,91,2658,237,224,118,1110,Commanche,C2703,2
2732,164,9,90,4,2270,228,243,147,735,Commanche,C4758,1
2907,143,23,60,-17,3231,245,228,99,1170,Commanche,C4758,1
2991,101,4,540,65,5193,226,234,144,6262,Rawah,C7745,1
3013,132,24,466,236,866,250,219,83,987,Rawah,C7746,1
2715,37,12,309,39,1315,219,214,128,2970,Rawah,C4744,1
2927,105,7,42,3,1742,232,232,133,1172,Rawah,C7745,0
3015,353,14,488,64,4985,195,214,156,1705,Rawah,C7745,1
2907,70,5,240,43,3112,225,230,140,2474,Rawah,C4744,1
2758,137,19,30,7,488,245,230,105,2726,Commanche,C4704,0
3122,247,12,218,45,5636,194,249,192,2620,Rawah,C7746,1
2924,3,19,170,51,5543,190,199,143,916,Rawah,C7745,1
3214,72,11,0,0,1714,233,218,116,2609,Rawah,C7201,0
1883,27,24,120,24,108,202,181,105,769,Cache,C2702,5
3198,51,3,67,1,5611,221,232,147,912,Rawah,C7101,0
2947,39,12,190,20,4657,220,212,125,3995,Rawah,C7745,1
2801,196,29,60,21,1307,199,249,165,2081,Commanche,C4758,1
2494,14,10,240,29,283,211,220,145,1115,Commanche,C4703,5
2885,15,11,60,4,5265,210,216,142,1082,Rawah,C7745,1
3091,75,7,42,3,1779,228,228,133,376,Rawah,C7202,0
2455,78,20,60,8,1249,241,200,81,1026,Commanche,C2704,2
2895,113,14,603,63,451,243,226,109,1235,Commanche,C4704,1
3549,35,18,150,56,1584,215,198,113,1332,Neota,C8776,6
3419,148,17,323,60,4151,240,237,120,3311,Commanche,C7757,6
2991,126,14,108,26,268,243,229,112,997,Rawah,C7201,0
2953,220,17,258,119,900,198,254,188,591,Commanche,C4758,1
3281,180,13,499,74,4175,224,248,153,2139,Commanche,C7757,0
2912,169,19,242,75,3919,231,244,138,1500,Rawah,C4744,1
3441,157,12,577,-11,1390,233,241,137,3865,Neota,C8771,0
2849,61,17,365,98,1206,232,203,99,2621,Commanche,C7757,1
3307,92,20,212,73,4326,246,206,80,1211,Rawah,C7745,0
3355,198,26,124,38,2016,202,251,170,876,Commanche,C8772,6
2887,284,15,258,25,2864,176,239,202,2166,Commanche,C7201,0
2992,17,12,0,0,1084,210,214,140,2357,Rawah,C7745,1
3163,193,14,60,-7,3056,218,250,163,967,Commanche,C7757,0
2982,54,10,175,6,960,226,218,125,1537,Commanche,C7756,0
2522,69,3,247,39,60,223,233,145,1827,Cache,C2717,5
3294,131,17,866,178,2520,245,229,106,2372,Commanche,C7757,0
3206,288,11,127,21,4112,189,239,190,2167,Commanche,C8771,0
2806,45,8,182,40,2136,222,223,136,685,Commanche,C4703,1
3124,66,8,474,43,1694,229,224,128,2896,Commanche,C7756,0
3312,47,16,134,8,1852,224,202,108,4871,Neota,C7201,0
2086,359,22,256,88,509,181,193,145,711,Cache,C4703,5
3260,295,7,524,129,1774,201,238,177,2244,Commanche,C7757,0
2928,45,14,190,-2,700,223,210,118,1516,Commanche,C7756,0
2646,185,8,42,0,379,222,246,158,547,Commanche,C7790,1
2855,269,19,150,57,2241,168,244,213,1008,Commanche,C7755,1
3186,349,24,658,41,1215,169,193,157,1723,Commanche,C7700,0
3006,88,5,150,9,4214,228,231,137,700,Rawah,C7745,1
3211,73,7,335,39,4604,229,226,131,1608,Rawah,C7745,0
2725,340,18,85,-15,1681,178,210,169,2848,Rawah,C7745,1
2937,10,16,270,16,1982,201,206,140,242,Commanche,C7756,1
3098,0,6,212,29,4108,211,228,155,2064,Rawah,C7745,1
3259,278,7,60,10,4872,201,241,180,2866,Commanche,C7756,0
3130,186,12,331,46,134,222,248,158,2084,Commanche,C7202,1
3235,323,9,60,12,5754,196,230,174,808,Rawah,C7201,0
2619,190,23,150,-9,1168,213,250,158,902,Commanche,C2705,2
2939,138,26,153,55,1657,249,221,83,1888,Commanche,C4758,1
2713,160,11,120,-9,1594,231,242,141,1518,Rawah,C4744,0
3285,129,6,360,66,2918,230,236,139,2385,Rawah,C7745,6
3360,63,18,404,153,2148,233,202,94,2167,Commanche,C7757,0
2582,212,30,218,93,1148,179,251,191,1123,Commanche,C2704,1
3083,270,11,573,16,2638,190,244,193,1158,Commanche,C7756,0
3232,335,4,404,48,242,211,234,162,1170,Commanche,C7755,0
2721,31,12,0,0,1359,216,213,130,1549,Commanche,C7102,1
3158,189,16,743,-56,722,219,250,160,1965,Commanche,C7757,1
3140,145,16,361,62,255,240,236,120,3494,Neota,C7201,1
3390,0,28,524,113,5013,168,177,137,488,Rawah,C8772,0
2874,50,8,459,25,2793,224,223,133,2791,Rawah,C4744,1
2860,190,11,95,16,2222,220,248,161,2357,Commanche,C6102,1
2819,331,27,430,69,1381,148,196,183,1170,Commanche,C7757,1
